日期,月,日,號,室,月份如適用,摘要,收入/支出,金額,備註, 運算 
10/11/25,10,11,149,5A,10月,租金,收入,4200,," 4,200 "
10/11/25,10,11,149,5A,10月,住戶電費,收入,1150,," 1,150 "
10/13/25,10,13,2,1D,10月,租金,收入,4500,," 4,500 "
10/13/25,10,13,2,1D,10月,住戶電費,收入,1020,," 1,020 "
10/13/25,10,13,,,,匯馬玲帳戶,支出,50000,," (50,000)"
10/13/25,10,13,,,9月,管理員獎金,支出,8000,空房獎金," (8,000)"
10/13/25,10,13,2,5A,10月,租金,收入,4500,," 4,500 "
10/13/25,10,13,2,5A,10月,住戶電費,收入,1560,," 1,560 "
10/13/25,10,13,147,5B,10月,租金,收入,4500,," 4,500 "
10/13/25,10,13,147,5B,10月,住戶電費,收入,2100,," 2,100 "
10/14/25,10,14,147,4B,10月,租金,收入,5000,," 5,000 "
10/14/25,10,14,147,4B,10月,住戶電費,收入,1580,," 1,580 "
10/14/25,10,14,6,4A,9月,水費,收入,200,, 200 
10/14/25,10,14,2,1C,10月,租金,收入,4500,," 4,500 "
10/14/25,10,14,2,1C,10月,住戶電費,收入,310,, 310 
10/14/25,10,14,147,5A,10月,租金,收入,4500,," 4,500 "
10/14/25,10,14,149,2C,10月,租金,收入,5000,," 5,000 "
10/14/25,10,14,149,2C,10月,住戶電費,收入,1450,," 1,450 "
10/14/25,10,14,149,4B,10月,住戶電費,收入,1300,," 1,300 "
10/16/25,10,16,6,4A,9月,住戶電費,收入,1110,," 1,110 "
10/16/25,10,16,2,3E,10月,租金,收入,4300,," 4,300 "
10/16/25,10,16,2,3E,10月,住戶電費,收入,1080,," 1,080 "
10/16/25,10,16,147,3A,,新設備,支出,30000,冷氣," (30,000)"
10/17/25,10,17,2,3D,,退押金,支出,9000,退租," (9,000)"
10/17/25,10,17,2,3D,10月,住戶電費,收入,270,退租, 270 
10/17/25,10,17,2,3D,,住戶電費,收入,370,退租10/1-10/17, 370 
10/17/25,10,17,6,1B,10月,租金,收入,4500,," 4,500 "
10/17/25,10,17,6,1B,10月,住戶電費,收入,810,, 810 
10/17/25,10,17,2,4A,10月,租金,收入,4500,," 4,500 "
10/17/25,10,17,2,4A,10月,住戶電費,收入,870,, 870 
10/17/25,10,17,149,4A,10月,租金,收入,5000,," 5,000 "
10/17/25,10,17,149,4A,10月,住戶電費,收入,870,, 870 
10/17/25,10,17,2,4C,10月,租金,收入,4300,," 4,300 "
10/17/25,10,17,2,4C,10月,住戶電費,收入,1260,," 1,260 "
10/18/25,10,18,2,5B,9月,租金,收入,4500,," 4,500 "
10/18/25,10,18,2,5B,9月,住戶電費,收入,1820,," 1,820 "
10/18/25,10,18,2,5D,10月,租金,收入,4500,," 4,500 "
10/18/25,10,18,2,5D,10月,住戶電費,收入,1110,," 1,110 "
10/18/25,10,18,,,,匯馬玲帳戶,支出,50000,," (50,000)"
10/20/25,10,20,149,3A,10月,租金,收入,5000,," 5,000 "
10/20/25,10,20,149,3A,10月,住戶電費,收入,1550,," 1,550 "
10/21/25,10,21,2,5C,10月,租金,收入,4500,," 4,500 "
10/21/25,10,21,2,5C,10月,住戶電費,收入,1140,," 1,140 "
10/21/25,10,21,2,4E,10月,租金,收入,4500,," 4,500 "
10/21/25,10,21,2,4E,10月,住戶電費,收入,300,, 300 
10/22/25,10,22,6,1A,10月,租金,收入,4500,," 4,500 "
10/22/25,10,22,6,1A,10月,住戶電費,收入,450,, 450 
10/22/25,10,22,2,3D,,押金,收入,9000,," 9,000 "
10/22/25,10,22,2,3D,10月,租金,收入,4500,," 4,500 "
10/22/25,10,22,,,,匯馬玲帳戶,支出,50000,," (50,000)"
10/23/25,10,23,6,3B,10月,租金,收入,4500,," 4,500 "
10/23/25,10,23,6,3B,10月,住戶電費,收入,610,, 610 
10/24/25,10,24,2,5B,,退押金,支出,9000,退租," (9,000)"
10/24/25,10,24,2,5B,10月,住戶電費,收入,2130,退租," 2,130 "
10/24/25,10,24,2,5B,,住戶電費,收入,865,退租10/1-10/24, 865 
10/26/25,10,26,6,2C,10月,租金,收入,3500,," 3,500 "
10/26/25,10,26,6,2C,10月,住戶電費,收入,1770,," 1,770 "
10/27/25,10,27,2,4D,10月,租金,收入,4500,," 4,500 "
10/27/25,10,27,2,4D,10月,住戶電費,收入,450,, 450 
10/27/25,10,27,2,4D,,介紹費,支出,2000,," (2,000)"
10/28/25,10,28,2,3C,10月,租金,收入,4500,," 4,500 "
10/28/25,10,28,2,3C,10月,住戶電費,收入,2370,," 2,370 "
10/28/25,10,28,2,2D,10月,租金,收入,4500,," 4,500 "
10/28/25,10,28,2,2D,10月,住戶電費,收入,1000,," 1,000 "
10/31/25,10,31,147,3B,10月,租金,收入,5000,," 5,000 "
10/31/25,10,31,147,3B,10月,住戶電費,收入,1460,," 1,460 "
10/31/25,10,31,2,3B,10月,租金,收入,4500,," 4,500 "
10/31/25,10,31,2,3B,10月,住戶電費,收入,550,, 550 
10/31/25,10,31,6,2B,9月,租金,收入,4500,," 4,500 "
10/31/25,10,31,6,4A,10月,租金,收入,4200,," 4,200 "
10/31/25,10,31,6,2F,8月,租金,收入,4200,," 4,200 "
10/31/25,10,31,6,2F,9月,租金,收入,4200,," 4,200 "
11/1/25,11,1,6,2F,10月,租金,收入,4200,," 4,200 "
11/1/25,11,1,147,,11月,租金,收入,9000,店面," 9,000 "
11/3/25,11,3,149,3B,11月,租金,收入,5000,," 5,000 "
11/3/25,11,3,149,3B,11月,住戶電費,收入,1290,," 1,290 "
11/3/25,11,3,2,3B,,退押金,支出,8400,," (8,400)"
11/3/25,11,3,2,3B,11月,住戶電費,收入,330,, 330 
11/3/25,11,3,149,5B,11月,租金,收入,4200,," 4,200 "
11/3/25,11,3,149,5B,11月,住戶電費,收入,1260,," 1,260 "
11/5/25,11,5,6,5F,11月,租金,收入,4200,," 4,200 "
11/5/25,11,5,6,5F,11月,住戶電費,收入,910,, 910 
11/4/25,11,4,,,,匯馬玲帳戶,支出,50000,," (50,000)"
11/5/25,11,5,147,3A,11月,住戶電費,收入,870,, 870 
11/5/25,11,5,6,1D,11月,租金,收入,4500,," 4,500 "
11/5/25,11,5,6,1D,11月,住戶電費,收入,150,, 150 
11/5/25,11,5,147,3A,,介紹費,支出,2000,," (2,000)"
11/6/25,11,6,147,2A,11月,租金,收入,5000,," 5,000 "
11/6/25,11,6,147,2A,11月,住戶電費,收入,1160,," 1,160 "
11/6/25,11,6,2,3B,,押金,收入,9000,," 9,000 "
11/6/25,11,6,2,3B,11月,租金,收入,4500,," 4,500 "
11/6/25,11,6,6,2E,11月,租金,收入,4500,," 4,500 "
11/6/25,11,6,6,2E,11月,住戶電費,收入,970,, 970 
11/6/25,11,6,6,1E,11月,租金,收入,4500,," 4,500 "
11/6/25,11,6,6,1E,11月,住戶電費,收入,930,, 930 
11/7/25,11,7,6,4F,11月,租金,收入,4500,," 4,500 "
11/7/25,11,7,6,4F,11月,住戶電費,收入,630,, 630 
11/8/25,11,8,2,1A,11月,租金,收入,4200,," 4,200 "
11/8/25,11,8,2,1A,11月,住戶電費,收入,850,, 850 
11/8/25,11,8,2,3A,11月,租金,收入,4200,," 4,200 "
11/8/25,11,8,2,3A,11月,住戶電費,收入,1230,," 1,230 "
11/8/25,11,8,147,4A,,押金,收入,10000,," 10,000 "
11/8/25,11,8,147,4A,11月,租金,收入,5000,," 5,000 "
11/8/25,11,8,,,10月,管理員薪水,支出,28000,," (28,000)"
11/8/25,11,8,2,5A,11月,租金,收入,4500,," 4,500 "
11/8/25,11,8,2,5A,11月,住戶電費,收入,1200,," 1,200 "
11/9/25,11,9,2,2C,11月,租金,收入,4500,," 4,500 "
11/9/25,11,9,2,2C,11月,住戶電費,收入,720,, 720 
11/10/25,11,10,2,2A,11月,租金,收入,4200,," 4,200 "
11/10/25,11,10,2,2A,11月,住戶電費,收入,1440,," 1,440 "
11/10/25,11,10,,,,匯馬玲帳戶,支出,50000,," (50,000)"
11/10/25,11,10,6,3F,11月,租金,收入,4500,," 4,500 "
11/10/25,11,10,6,3F,11月,住戶電費,收入,930,, 930 
11/10/25,11,10,6,4C,,新設備,支出,8800,冰箱," (8,800)"
11/10/25,11,10,6,4C,11月,租金,收入,3500,," 3,500 "
11/10/25,11,10,6,4C,11月,住戶電費,收入,520,, 520 
11/10/25,11,10,147,5B,11月,租金,收入,4500,," 4,500 "
11/10/25,11,10,147,5B,11月,住戶電費,收入,1920,," 1,920 "
11/11/25,11,11,149,5A,11月,租金,收入,4200,," 4,200 "
11/11/25,11,11,149,5A,11月,住戶電費,收入,1190,," 1,190 "
11/11/25,11,11,149,2A,11月,租金,收入,4200,," 4,200 "
11/11/25,11,11,149,2A,11月,住戶電費,收入,1140,," 1,140 "
11/11/25,11,11,147,4B,11月,租金,收入,5000,," 5,000 "
11/11/25,11,11,147,4B,11月,住戶電費,收入,1460,," 1,460 "
11/11/25,11,11,2,5E,11月,租金,收入,4500,," 4,500 "
11/11/25,11,11,2,5E,11月,住戶電費,收入,780,, 780 
11/11/25,11,11,,,10月,管理員獎金,支出,8000,空房獎金," (8,000)"
11/11/25,11,11,149,2C,11月,租金,收入,5000,," 5,000 "
11/11/25,11,11,149,2C,11月,住戶電費,收入,1140,," 1,140 "
11/13/25,11,13,2,2E,11月,租金,收入,4500,," 4,500 "
11/13/25,11,13,2,2E,11月,住戶電費,收入,860,, 860 
11/14/25,11,14,2,1C,11月,租金,收入,4500,," 4,500 "
11/14/25,11,14,2,1C,11月,住戶電費,收入,410,, 410 
11/15/25,11,15,2,4A,11月,租金,收入,4500,," 4,500 "
11/15/25,11,15,2,4A,11月,住戶電費,收入,810,, 810 
11/15/25,11,15,2,5D,11月,租金,收入,4500,," 4,500 "
11/15/25,11,15,2,5D,11月,住戶電費,收入,840,, 840 
11/15/25,11,15,6,5D,11月,住戶電費,收入,1010,," 1,010 "
11/15/25,11,15,6,1B,11月,租金,收入,4500,," 4,500 "
11/15/25,11,15,6,1B,11月,住戶電費,收入,700,, 700 
11/17/25,11,17,,,,匯馬玲帳戶,支出,50000,," (50,000)"
11/17/25,11,17,2,1D,11月,租金,收入,4500,," 4,500 "
11/17/25,11,17,2,1D,11月,住戶電費,收入,1150,," 1,150 "
11/17/25,11,17,149,3A,11月,租金,收入,5000,," 5,000 "
11/17/25,11,17,149,3A,11月,住戶電費,收入,1500,," 1,500 "
11/18/25,11,18,6,1C,11月,租金,收入,3500,," 3,500 "
11/18/25,11,18,6,1C,11月,住戶電費,收入,510,, 510 
11/18/25,11,18,6,2C,11月,租金,收入,3500,," 3,500 "
11/18/25,11,18,6,2C,11月,住戶電費,收入,1600,," 1,600 "
11/19/25,11,19,,,,匯馬玲帳戶,支出,50000,," (50,000)"
11/19/25,11,19,149,4A,11月,租金,收入,5000,," 5,000 "
11/19/25,11,19,149,4A,11月,住戶電費,收入,1080,," 1,080 "
11/19/25,11,19,6,1A,11月,租金,收入,4500,," 4,500 "
11/19/25,11,19,6,1A,11月,住戶電費,收入,440,, 440 
11/19/25,11,19,149,4B,11月,住戶電費,收入,1150,," 1,150 "
11/20/25,11,20,2,4B,11月,租金,收入,4200,," 4,200 "
11/20/25,11,20,2,4B,11月,住戶電費,收入,1100,," 1,100 "
11/20/25,11,20,6,5C,,新設備,支出,2000,床板," (2,000)"
11/20/25,11,20,6,2B,9月,住戶電費,收入,2330,," 2,330 "
11/20/25,11,20,6,2B,10月,住戶電費,收入,2130,," 2,130 "
11/20/25,11,20,2,5C,11月,租金,收入,4500,," 4,500 "
11/20/25,11,20,2,5C,11月,住戶電費,收入,1030,," 1,030 "
11/20/25,11,20,2,3D,11月,租金,收入,4500,," 4,500 "
11/20/25,11,20,2,3D,11月,住戶電費,收入,360,, 360 
11/21/25,11,21,,,,介紹費,支出,2000,," (2,000)"
11/21/25,11,21,2,3E,11月,租金,收入,4300,," 4,300 "
11/21/25,11,21,2,3E,11月,住戶電費,收入,900,, 900 
11/21/25,11,21,2,4E,11月,租金,收入,4500,," 4,500 "
11/21/25,11,21,2,4E,11月,住戶電費,收入,250,, 250 
11/21/25,11,21,2,,,新設備,支出,7800,抽水馬達," (7,800)"
11/21/25,11,21,2,1D,11月,維修費,支出,500,電熱爐, (500)
11/23/25,11,23,2,4C,11月,租金,收入,4300,," 4,300 "
11/23/25,11,23,2,4C,11月,住戶電費,收入,1080,," 1,080 "
11/23/25,11,23,147,5A,11月,租金,收入,4500,," 4,500 "
11/23/25,11,23,147,5A,11月,住戶電費,收入,1620,," 1,620 "
11/23/25,11,23,147,5A,10月,住戶電費,收入,1530,," 1,530 "
11/24/25,11,24,6,4A,10月,住戶電費,收入,1110,," 1,110 "
11/24/25,11,24,6,4A,10月,水費,收入,200,, 200 
11/24/25,11,24,6,4A,11月,水費,收入,200,, 200 
11/26/25,11,26,2,2D,11月,租金,收入,4500,," 4,500 "
11/26/25,11,26,2,2D,11月,住戶電費,收入,840,, 840 
11/26/25,11,26,6,3B,11月,租金,收入,4500,," 4,500 "
11/26/25,11,26,6,3B,11月,住戶電費,收入,450,, 450 
11/26/25,11,26,149,2B,11月,租金,收入,4800,," 4,800 "
11/26/25,11,26,149,2B,11月,住戶電費,收入,1020,," 1,020 "
11/26/25,11,26,6,4E,11月,租金,收入,4200,," 4,200 "
11/26/25,11,26,6,4E,12月,租金,收入,4200,," 4,200 "
11/26/25,11,26,6,4E,9月,住戶電費,收入,510,, 510 
11/26/25,11,26,6,4E,10月,住戶電費,收入,970,, 970 
11/26/25,11,26,6,4E,11月,住戶電費,收入,640,, 640 
11/27/25,11,27,2,3C,11月,租金,收入,4500,," 4,500 "
11/27/25,11,27,2,3C,11月,住戶電費,收入,2160,," 2,160 "
11/27/25,11,27,2,4D,11月,租金,收入,4500,," 4,500 "
11/27/25,11,27,2,4D,11月,住戶電費,收入,480,, 480 
11/28/25,11,28,,,,匯馬玲帳戶,支出,50000,," (50,000)"
11/29/25,11,29,147,3B,11月,租金,收入,5000,," 5,000 "
11/29/25,11,29,147,3B,11月,住戶電費,收入,1380,," 1,380 "
11/30/25,11,30,,,,,支出,120,會費'10/7'10/13'10/20'10/23, (120)
11/30/25,11,30,6,4A,11月,租金,收入,4200,," 4,200 "
11/30/25,11,30,6,4A,11月,住戶電費,收入,1220,," 1,220 "
11/30/25,11,30,6,2F,11月,租金,收入,4200,," 4,200 "
